Sales_order_number,Date,Country,Product_reference,Campaign_ID,Category_product,Sales_revenue_USD,Production_cost_USD,Customer_ID
SO-000565,2025-02-01,Colombia,Chrysal Flora F,4,Fungicida,124578.38,65719.96,565
SO-000566,2023-02-01,Kenya,Chrysal Root R,2,Nutricional,111653.2,53333.79,566
SO-000567,2023-03-01,Kenya,Chrysal Flora F,1,Regulador de crecimiento,117966.52,70500.76,567
SO-000568,2025-04-01,Kenya,Chrysal Flora F,3,Regulador de crecimiento,132117.53,82096.89,568
SO-000569,2024-02-01,Kenya,Chrysal Flora F,1,Insecticida,18013.29,11487.85,569
SO-000570,2024-05-01,Colombia,Chrysal Root R,1,Nutricional,134420.39,73725.88,570
SO-000571,2023-02-01,Kenya,Chrysal Flora F,4,Fertilizante,,11261.16,571
SO-000572,2024-01-01,Holanda,Chrysal Protect Y,3,Regulador de crecimiento,,26066.99,572
SO-000573,2022-01-01,Kenya,Chrysal Root R,3,Insecticida,85441.85,45596.74,573
SO-000574,2023-04-01,Ecuador,Chrysal Flora F,1,Nutricional,115696.78,59223.17,574
SO-000575,2024-03-01,Kenya,Chrysal Root R,2,Nutricional,109030.32,69489.92,575
SO-000576,2023-04-01,Colombia,Chrysal Boost Z,1,Nutricional,64961.86,35932.7,576
SO-000577,2022-04-01,Ecuador,Chrysal Protect Y,2,Nutricional,40258.13,22119.86,577
SO-000578,2023-04-01,Colombia,Chrysal Flora F,3,Nutricional,162471.03,78909.45,578
SO-000579,2023-04-01,Colombia,Chrysal Boost Z,1,Regulador de crecimiento,163732.65,77221.39,579
SO-000580,2023-05-01,Ecuador,Chrysal Boost Z,4,Insecticida,39463.2,24404.89,580
SO-000581,2023-05-01,Colombia,Chrysal Root R,1,Nutricional,13064.64,7483.77,581
SO-000582,2022-02-01,Colombia,Chrysal Boost Z,3,Fungicida,,14027.37,582
SO-000583,2025-01-01,Kenya,Chrysal Protect Y,4,Fungicida,,33118.29,583
SO-000584,2023-04-01,Holanda,Chrysal Protect Y,4,Insecticida,4838.78,2715.03,584
SO-000585,2023-02-01,Colombia,Chrysal Grow X,2,Fertilizante,171182.55,97023.51,585
SO-000586,2024-01-01,Colombia,Chrysal Protect Y,4,Fertilizante,,29391.96,586
SO-000587,2023-03-01,Colombia,Chrysal Boost Z,4,Fertilizante,27580.9,17107.91,587
SO-000588,2024-05-01,Kenya,Chrysal Protect Y,1,Fungicida,138195.09,64516.77,588
SO-000589,2025-01-01,Holanda,Chrysal Root R,3,Fertilizante,34000.09,17721.48,589
SO-000590,2022-03-01,Ecuador,Chrysal Grow X,2,Regulador de crecimiento,180425.88,105743.44,590
SO-000591,2022-01-01,Kenya,Chrysal Boost Z,1,Nutricional,57085.56,28818.16,591
SO-000592,2025-05-01,Kenya,Chrysal Grow X,4,Fungicida,91979.38,56616.53,592
SO-000593,2022-05-01,Holanda,Chrysal Boost Z,4,Insecticida,30116.15,18008.66,593
SO-000594,2025-02-01,Holanda,Chrysal Root R,2,Insecticida,,56857.86,594
SO-000595,2025-04-01,Kenya,Chrysal Grow X,3,Nutricional,27688.46,13119.38,595
SO-000596,2025-01-01,Ecuador,Chrysal Flora F,2,Fungicida,,95258.26,596
SO-000597,2022-01-01,Kenya,Chrysal Boost Z,1,Fertilizante,160894.73,81621.05,597
SO-000598,2024-03-01,Holanda,Chrysal Flora F,2,Fertilizante,127421.73,70542.63,598
SO-000599,2025-05-01,Ecuador,Chrysal Grow X,4,Regulador de crecimiento,,3229.21,599
SO-000600,2023-01-01,Holanda,Chrysal Flora F,1,Regulador de crecimiento,81213.28,50133.46,600
SO-000601,2022-05-01,Ecuador,Chrysal Flora F,4,Fertilizante,166879.37,98603.53,601
SO-000602,2025-01-01,Colombia,Chrysal Grow X,3,Insecticida,155637.01,98941.47,602
SO-000603,2025-02-01,Holanda,Chrysal Root R,4,Insecticida,74322.58,44426.23,603
SO-000604,2023-04-01,Holanda,Chrysal Flora F,4,Regulador de crecimiento,118199.78,60430.06,604
SO-000605,2024-01-01,Kenya,Chrysal Flora F,2,Nutricional,63155.21,31768.1,605
SO-000606,2024-05-01,Holanda,Chrysal Root R,4,Fertilizante,143193.72,84375.25,606
SO-000607,2024-02-01,Holanda,Chrysal Flora F,1,Regulador de crecimiento,91619.23,44762.79,607
SO-000608,2025-01-01,Colombia,Chrysal Flora F,1,Regulador de crecimiento,,71351.8,608
SO-000609,2025-03-01,Holanda,Chrysal Flora F,3,Fertilizante,54493.83,30322.8,609
SO-000610,2025-04-01,Colombia,Chrysal Protect Y,1,Fertilizante,164845.69,101269.38,610
SO-000611,2022-01-01,Colombia,Chrysal Root R,2,Insecticida,,13657.43,611
SO-000612,2023-02-01,Colombia,Chrysal Flora F,3,Nutricional,135423.92,82388.97,612
SO-000613,2025-03-01,Colombia,Chrysal Root R,1,Nutricional,8086.54,4951.5,613
SO-000614,2023-02-01,Ecuador,Chrysal Boost Z,2,Fertilizante,59250.57,32377.76,614
SO-000615,2023-02-01,Kenya,Chrysal Boost Z,1,Fungicida,28514.93,13158.56,615
SO-000616,2024-03-01,Ecuador,Chrysal Flora F,1,Regulador de crecimiento,115566.42,56040.23,616
SO-000617,2022-02-01,Holanda,Chrysal Root R,4,Regulador de crecimiento,23839.06,14100.45,617
SO-000618,2025-03-01,Ecuador,Chrysal Root R,1,Fertilizante,20856.67,12354.56,618
SO-000619,2024-01-01,Ecuador,Chrysal Root R,1,Fungicida,19675.7,12389.22,619
SO-000620,2024-03-01,Holanda,Chrysal Protect Y,2,Insecticida,120889.07,68488.16,620
SO-000621,2025-03-01,Holanda,Chrysal Boost Z,2,Fertilizante,74627.74,35434.85,621
SO-000622,2023-04-01,Holanda,Chrysal Root R,4,Fertilizante,21114.19,10014.1,622
SO-000623,2024-03-01,Ecuador,Chrysal Root R,1,Regulador de crecimiento,21575.77,12820.89,623
SO-000624,2023-03-01,Ecuador,Chrysal Protect Y,4,Fertilizante,122038.42,59403.05,624
SO-000625,2022-01-01,Holanda,Chrysal Protect Y,1,Fertilizante,56554.23,29163.72,625
SO-000626,2023-04-01,Kenya,Chrysal Root R,3,Fertilizante,113262.9,62004.92,626
SO-000627,2022-05-01,Kenya,Chrysal Grow X,3,Regulador de crecimiento,142802.73,64968.53,627
SO-000628,2023-01-01,Colombia,Chrysal Root R,4,Insecticida,,30592.15,628
SO-000629,2024-01-01,Holanda,Chrysal Root R,4,Insecticida,48252.93,25650.19,629
SO-000630,2024-05-01,Colombia,Chrysal Protect Y,4,Fertilizante,,16156.73,630
SO-000631,2022-03-01,Kenya,Chrysal Protect Y,2,Regulador de crecimiento,160446.84,76577.12,631
SO-000632,2025-02-01,Colombia,Chrysal Root R,2,Insecticida,16096.19,9586.93,632
SO-000633,2022-04-01,Holanda,Chrysal Root R,2,Insecticida,116374.17,71294.25,633
SO-000634,2022-02-01,Holanda,Chrysal Root R,4,Insecticida,131312.81,65852.82,634
SO-000635,2023-05-01,Holanda,Chrysal Protect Y,1,Regulador de crecimiento,121283.3,73362.31,635
SO-000636,2023-01-01,Ecuador,Chrysal Root R,3,Regulador de crecimiento,170332.4,89784.04,636
SO-000637,2022-01-01,Colombia,Chrysal Root R,4,Fertilizante,63506.16,35013.31,637
SO-000638,2024-04-01,Kenya,Chrysal Flora F,2,Nutricional,45256.94,28113.62,638
SO-000639,2023-01-01,Kenya,Chrysal Grow X,2,Insecticida,88808.17,53284.08,639
SO-000640,2025-01-01,Kenya,Chrysal Boost Z,4,Nutricional,77360.34,47268.98,640
SO-000641,2023-04-01,Ecuador,Chrysal Grow X,4,Regulador de crecimiento,107977.63,51545.17,641
SO-000642,2023-04-01,Ecuador,Chrysal Flora F,2,Regulador de crecimiento,,63632.36,642
SO-000643,2025-05-01,Holanda,Chrysal Boost Z,1,Regulador de crecimiento,,94436.39,643
SO-000644,2022-01-01,Kenya,Chrysal Root R,2,Nutricional,137427.12,72501.99,644
SO-000645,2025-01-01,Ecuador,Chrysal Flora F,2,Regulador de crecimiento,16845.16,8550.2,645
SO-000646,2022-05-01,Holanda,Chrysal Root R,4,Fertilizante,173143.58,103009.91,646
SO-000647,2022-03-01,Kenya,Chrysal Protect Y,1,Regulador de crecimiento,46478.55,28690.43,647
SO-000648,2022-03-01,Colombia,Chrysal Flora F,2,Fungicida,19746.91,12292.41,648
SO-000649,2025-03-01,Holanda,Chrysal Protect Y,2,Nutricional,189157.39,97075.47,649
SO-000650,2022-05-01,Ecuador,Chrysal Flora F,3,Fungicida,38628.37,23966.68,650
SO-000651,2024-01-01,Ecuador,Chrysal Flora F,4,Regulador de crecimiento,64811.75,29695.89,651
SO-000652,2025-05-01,Holanda,Chrysal Protect Y,3,Fertilizante,,3924.22,652
SO-000653,2024-05-01,Holanda,Chrysal Boost Z,3,Insecticida,109139.81,62723.07,653
SO-000654,2022-03-01,Ecuador,Chrysal Grow X,2,Regulador de crecimiento,101193.92,46814.46,654
SO-000655,2023-02-01,Colombia,Chrysal Root R,4,Fertilizante,66817.96,34406.03,655
SO-000656,2022-01-01,Kenya,Chrysal Flora F,1,Nutricional,166937.08,97583.27,656
SO-000657,2024-03-01,Colombia,Chrysal Root R,2,Fungicida,,73980.6,657
SO-000658,2024-02-01,Holanda,Chrysal Protect Y,1,Fungicida,107834.0,52398.69,658
SO-000659,2025-02-01,Colombia,Chrysal Root R,1,Fungicida,19205.53,9723.18,659
SO-000660,2023-04-01,Ecuador,Chrysal Protect Y,4,Nutricional,142578.83,77208.59,660
SO-000661,2025-01-01,Holanda,Chrysal Root R,3,Fertilizante,62887.22,34278.39,661
SO-000662,2024-02-01,Kenya,Chrysal Grow X,4,Nutricional,47988.18,29109.63,662
SO-000663,2022-03-01,Ecuador,Chrysal Grow X,1,Fungicida,81170.52,48704.8,663
SO-000664,2023-04-01,Ecuador,Chrysal Grow X,2,Regulador de crecimiento,132638.28,71805.53,664
SO-000665,2022-01-01,Kenya,Chrysal Grow X,1,Insecticida,108247.62,67019.72,665
SO-000666,2022-05-01,Kenya,Chrysal Grow X,2,Nutricional,141783.19,67041.82,666
SO-000667,2023-03-01,Colombia,Chrysal Grow X,2,Nutricional,54333.89,27225.12,667
SO-000668,2025-02-01,Holanda,Chrysal Protect Y,4,Fertilizante,129721.51,79855.95,668
SO-000669,2022-02-01,Kenya,Chrysal Flora F,1,Fertilizante,48317.78,25395.77,669
SO-000670,2024-03-01,Kenya,Chrysal Root R,3,Nutricional,114084.85,73725.77,670
SO-000671,2022-02-01,Holanda,Chrysal Grow X,1,Fungicida,70435.28,38264.01,671
SO-000672,2023-04-01,Kenya,Chrysal Protect Y,1,Insecticida,100749.98,61294.99,672
SO-000673,2023-01-01,Kenya,Chrysal Protect Y,3,Fertilizante,8040.09,4264.96,673
SO-000674,2023-04-01,Colombia,Chrysal Protect Y,4,Fungicida,120309.32,64364.37,674
SO-000675,2025-02-01,Ecuador,Chrysal Flora F,1,Regulador de crecimiento,134834.6,71000.75,675
SO-000676,2022-05-01,Ecuador,Chrysal Root R,1,Fertilizante,94193.04,55933.25,676
SO-000677,2025-01-01,Ecuador,Chrysal Flora F,2,Fungicida,,101408.21,677
SO-000678,2025-01-01,Ecuador,Chrysal Boost Z,1,Fungicida,89467.59,57147.93,678
SO-000679,2023-03-01,Kenya,Chrysal Protect Y,3,Insecticida,173273.76,86667.73,679
SO-000680,2023-03-01,Holanda,Chrysal Boost Z,2,Insecticida,72316.88,33997.07,680
SO-000681,2025-05-01,Holanda,Chrysal Grow X,4,Regulador de crecimiento,15683.77,8291.26,681
SO-000682,2022-01-01,Colombia,Chrysal Grow X,2,Fungicida,70055.33,40165.7,682
SO-000683,2024-05-01,Colombia,Chrysal Flora F,3,Fungicida,44753.43,27843.78,683
SO-000684,2025-03-01,Kenya,Chrysal Root R,3,Insecticida,127627.52,66269.23,684
SO-000685,2022-03-01,Holanda,Chrysal Boost Z,2,Fertilizante,119023.23,69123.62,685
SO-000686,2023-01-01,Holanda,Chrysal Root R,4,Fertilizante,78182.02,40657.76,686
SO-000687,2023-04-01,Ecuador,Chrysal Flora F,2,Nutricional,41575.15,23841.02,687
SO-000688,2022-02-01,Kenya,Chrysal Grow X,4,Insecticida,198553.86,124485.64,688
SO-000689,2024-03-01,Kenya,Chrysal Root R,2,Nutricional,22327.94,11080.72,689
SO-000690,2023-03-01,Ecuador,Chrysal Root R,3,Insecticida,52243.05,27733.14,690
SO-000691,2023-04-01,Kenya,Chrysal Grow X,1,Regulador de crecimiento,130506.3,84653.31,691
SO-000692,2023-04-01,Kenya,Chrysal Boost Z,1,Fungicida,80315.12,50093.46,692
SO-000693,2022-05-01,Colombia,Chrysal Grow X,4,Regulador de crecimiento,164268.83,92471.52,693
SO-000694,2025-05-01,Holanda,Chrysal Root R,4,Insecticida,49161.92,27202.55,694
SO-000695,2023-02-01,Kenya,Chrysal Boost Z,4,Fungicida,51447.79,26079.92,695
SO-000696,2025-02-01,Colombia,Chrysal Boost Z,3,Fertilizante,134575.02,74479.46,696
SO-000697,2024-01-01,Holanda,Chrysal Grow X,2,Fertilizante,137243.67,85041.16,697
SO-000698,2023-05-01,Ecuador,Chrysal Root R,3,Nutricional,70017.12,41102.49,698
SO-000699,2023-03-01,Colombia,Chrysal Flora F,1,Insecticida,180848.44,91872.6,699
SO-000700,2024-05-01,Colombia,Chrysal Root R,4,Insecticida,124977.01,61275.33,700
