sales_order_number,fecha,pais,product_reference,campaign_id,category_product,sales_revenue,production_cost_usd
SO-000591,2024-12-31,Holanda,Chrysal Protect Y,1,Insecticida,151623.89,49516.6
SO-000592,2025-04-03,Ecuador,Chrysal Grow X,1,Fertilizante,74625.02,51623.6
SO-000593,2023-08-07,Colombia,Chrysal Boost Z,3,Nutricional,75883.2,50526.1
SO-000594,2025-06-12,Holanda,Chrysal Root R,2,Regulador de creci,173268.46,51854.0
SO-000595,2023-10-20,Holanda,Chrysal Grow X,3,Nutricional,232940.17,50665.3
SO-000596,2025-01-01,Colombia,Chrysal Boost Z,1,Fertilizante,62303.56,50965.8
SO-000597,2024-06-12,Kenya,Chrysal Root R,4,Regulador de creci,45910.91,52339.7
SO-000598,2024-12-11,Ecuador,Chrysal Flora F,4,Nutricional,133145.28,50805.9
SO-000599,2024-07-26,Ecuador,Chrysal Flora F,1,Fertilizante,106269.67,51867.2
SO-000600,2024-08-08,Holanda,Chrysal Flora F,1,Insecticida,485498.64,51027.3
SO-000601,2024-07-16,Kenya,Chrysal Root R,1,Fertilizante,34587.15,51290.8
SO-000602,2024-12-11,Colombia,Chrysal Root R,4,Fungicida,76029.63,51049.0
SO-000603,2024-11-05,Colombia,Chrysal Root R,1,Nutricional,65826.79,51593.5
SO-000604,2023-05-03,Colombia,Chrysal Grow X,2,Fertilizante,40268.53,50520.1
SO-000605,2025-01-23,Ecuador,Chrysal Flora F,2,Nutricional,138342.87,50311.2
SO-000606,2024-05-03,Ecuador,Chrysal Boost Z,4,Regulador de creci,89376.2,50553.0
SO-000607,2023-10-22,Ecuador,Chrysal Root R,2,Nutricional,94244.49,51069.8
SO-000608,2024-04-13,Kenya,Chrysal Flora F,2,Fungicida,59239.55,50845.4
SO-000609,2025-05-31,Kenya,Chrysal Boost Z,4,Insecticida,101668.22,51497.2
SO-000610,2025-02-21,Kenya,Chrysal Grow X,1,Insecticida,68587.02,51913.3
SO-000611,2025-01-30,Kenya,Chrysal Grow X,4,Regulador de creci,71499.7,50316.9
SO-000612,2024-02-27,Holanda,Chrysal Protect Y,1,Regulador de creci,222671.78,50486.2
SO-000613,2024-12-16,Colombia,Chrysal Flora F,2,Insecticida,31130.07,49994.6
SO-000614,2023-12-18,Colombia,Chrysal Root R,4,Fertilizante,127910.84,52421.3
SO-000615,2024-09-17,Ecuador,Chrysal Flora F,3,Insecticida,85471.68,51213.3
SO-000616,2024-08-06,Holanda,Chrysal Flora F,3,Regulador de creci,135446.76,51335.9
SO-000617,2023-08-16,Ecuador,Chrysal Flora F,2,Regulador de creci,47737.41,50061.9
SO-000618,2023-09-01,Colombia,Chrysal Root R,2,Fungicida,52305.05,50999.2
SO-000619,2023-02-25,Kenya,Chrysal Grow X,2,Nutricional,45142.99,51356.5
SO-000620,2023-05-08,Colombia,Chrysal Flora F,2,Regulador de creci,87508.93,50823.1
SO-000621,2024-01-31,Holanda,Chrysal Root R,2,Fungicida,31127.14,51753.0
SO-000622,2024-03-11,Colombia,Chrysal Protect Y,2,Fertilizante,66067.65,52618.3
SO-000623,2023-05-31,Colombia,Chrysal Protect Y,2,Fertilizante,49577.92,50337.1
SO-000624,2024-01-16,Ecuador,Chrysal Grow X,2,Nutricional,42002.11,50284.5
SO-000625,2024-07-05,Holanda,Chrysal Flora F,2,Fertilizante,141419.41,50385.6
SO-000626,2023-08-01,Kenya,Chrysal Flora F,1,Fertilizante,66032.4,52124.3
SO-000627,2023-11-05,Holanda,Chrysal Protect Y,4,Insecticida,30000.0,51729.6
SO-000628,2023-12-02,Holanda,Chrysal Boost Z,3,Nutricional,30000.0,50905.1
SO-000629,2024-04-05,Kenya,Chrysal Flora F,1,Nutricional,77530.23,51025.6
SO-000630,2023-12-01,Colombia,Chrysal Boost Z,3,Insecticida,118101.29,50428.4
SO-000631,2024-11-03,Ecuador,Chrysal Protect Y,4,Insecticida,64002.43,51623.0
SO-000632,2023-10-26,Ecuador,Chrysal Flora F,1,Fungicida,87343.29,50734.1
SO-000633,2024-01-31,Kenya,Chrysal Protect Y,1,Nutricional,78335.72,50817.9
SO-000634,2023-12-13,Holanda,Chrysal Root R,1,Fertilizante,102696.86,51426.2
SO-000635,2023-06-16,Colombia,Chrysal Grow X,1,Nutricional,122850.15,50868.4
SO-000636,2024-09-17,Ecuador,Chrysal Root R,4,Insecticida,75945.39,50835.5
SO-000637,2023-08-03,Holanda,Chrysal Boost Z,4,Insecticida,124997.51,51007.4
SO-000638,2023-09-28,Colombia,Chrysal Boost Z,1,Regulador de creci,57439.14,51556.7
SO-000639,2024-12-23,Holanda,Chrysal Boost Z,3,Regulador de creci,30000.0,52152.5
SO-000640,2025-05-15,Ecuador,Chrysal Boost Z,1,Fertilizante,53994.43,51409.8
SO-000641,2024-09-03,Kenya,Chrysal Flora F,2,Fertilizante,117079.95,51562.3
SO-000642,2025-04-15,Ecuador,Chrysal Flora F,4,Fertilizante,89342.28,50860.1
SO-000643,2025-02-18,Ecuador,Chrysal Root R,2,Fertilizante,91011.61,50504.5
SO-000644,2024-03-14,Colombia,Chrysal Protect Y,1,Fertilizante,120745.52,51457.8
SO-000645,2024-12-03,Ecuador,Chrysal Protect Y,2,Regulador de creci,114690.24,51119.9
SO-000646,2023-10-27,Holanda,Chrysal Boost Z,4,Fungicida,268390.02,50004.2
SO-000647,2024-02-24,Kenya,Chrysal Grow X,2,Fungicida,37348.18,50770.4
SO-000648,2024-05-03,Colombia,Chrysal Flora F,1,Regulador de creci,59129.63,50942.0
SO-000649,2025-05-25,Ecuador,Chrysal Flora F,1,Insecticida,49883.36,50642.7
SO-000650,2025-02-12,Holanda,Chrysal Protect Y,2,Fungicida,385788.76,52037.2
SO-000651,2024-03-22,Colombia,Chrysal Flora F,2,Fertilizante,85119.56,51335.9
SO-000652,2024-08-18,Holanda,Chrysal Flora F,4,Fungicida,257503.95,51961.2
SO-000653,2023-07-04,Colombia,Chrysal Root R,4,Fertilizante,74337.67,51184.4
SO-000654,2025-01-03,Colombia,Chrysal Protect Y,4,Nutricional,35176.63,51057.0
SO-000655,2024-05-19,Kenya,Chrysal Boost Z,4,Nutricional,78405.31,50344.4
SO-000656,2024-04-30,Holanda,Chrysal Flora F,1,Nutricional,269229.64,51008.4
SO-000657,2024-11-29,Ecuador,Chrysal Grow X,2,Insecticida,95864.82,51009.1
SO-000658,2024-07-31,Holanda,Chrysal Boost Z,2,Nutricional,86284.84,50043.0
SO-000659,2023-03-08,Kenya,Chrysal Flora F,2,Fungicida,137238.45,50622.3
SO-000660,2023-09-20,Holanda,Chrysal Root R,4,Fertilizante,74145.11,50773.7
SO-000661,2023-06-11,Kenya,Chrysal Flora F,3,Insecticida,67312.57,51289.4
SO-000662,2024-11-01,Kenya,Chrysal Root R,4,Insecticida,104542.1,51322.9
SO-000663,2023-02-02,Holanda,Chrysal Flora F,2,Nutricional,35594.93,50593.1
SO-000664,2023-07-04,Ecuador,Chrysal Flora F,2,Nutricional,51125.82,51328.2
SO-000665,2024-06-28,Holanda,Chrysal Root R,2,Regulador de creci,30000.0,50872.5
SO-000666,2024-09-25,Colombia,Chrysal Flora F,1,Nutricional,30000.0,48991.3
SO-000667,2024-04-04,Kenya,Chrysal Root R,1,Fungicida,78885.18,50660.7
SO-000668,2025-02-23,Ecuador,Chrysal Protect Y,2,Nutricional,49392.1,51755.3
SO-000669,2025-04-18,Colombia,Chrysal Protect Y,1,Insecticida,83039.21,49822.7
SO-000670,2023-05-01,Holanda,Chrysal Flora F,4,Insecticida,87664.61,51078.9
SO-000671,2025-05-18,Ecuador,Chrysal Grow X,1,Fungicida,92727.44,52109.7
SO-000672,2024-07-14,Kenya,Chrysal Root R,1,Insecticida,80579.82,50467.6
SO-000673,2024-08-03,Ecuador,Chrysal Protect Y,4,Insecticida,122010.98,51001.5
SO-000674,2023-03-28,Kenya,Chrysal Boost Z,1,Regulador de creci,80202.04,50087.2
SO-000675,2024-07-21,Kenya,Chrysal Boost Z,4,Fungicida,56940.72,52139.1
SO-000676,2024-10-23,Holanda,Chrysal Grow X,3,Fungicida,42591.33,50941.7
SO-000677,2024-06-13,Ecuador,Chrysal Root R,1,Regulador de creci,39672.91,51032.6
SO-000678,2023-03-19,Holanda,Chrysal Flora F,3,Fungicida,278822.05,51948.0
SO-000679,2024-04-22,Kenya,Chrysal Grow X,3,Nutricional,97695.51,51463.0
SO-000680,2025-05-03,Holanda,Chrysal Boost Z,4,Fertilizante,65556.8,50387.1
SO-000681,2024-10-21,Kenya,Chrysal Flora F,4,Regulador de creci,61344.92,50546.9
SO-000682,2023-05-06,Kenya,Chrysal Grow X,3,Fertilizante,71966.16,51346.5
SO-000683,2025-05-25,Kenya,Chrysal Protect Y,2,Fungicida,62727.24,50563.1
SO-000684,2025-05-24,Ecuador,Chrysal Root R,2,Fungicida,86363.41,49517.9
SO-000685,2023-06-04,Holanda,Chrysal Flora F,3,Nutricional,74499.35,50962.7
SO-000686,2024-12-31,Kenya,Chrysal Protect Y,4,Nutricional,78398.75,49963.9
SO-000687,2024-01-06,Holanda,Chrysal Flora F,2,Fertilizante,201518.21,52131.4
SO-000688,2024-06-25,Holanda,Chrysal Root R,3,Fungicida,250354.5,51123.8
SO-000689,2024-02-11,Holanda,Chrysal Boost Z,2,Fertilizante,138942.24,50366.4
SO-000690,2024-12-14,Colombia,Chrysal Flora F,4,Insecticida,96154.94,50511.0
SO-000691,2025-06-27,Colombia,Chrysal Root R,4,Insecticida,79639.1,49677.4
SO-000692,2024-12-26,Kenya,Chrysal Root R,1,Fungicida,70551.9,50230.4
SO-000693,2025-04-29,Kenya,Chrysal Grow X,1,Fertilizante,152800.03,51711.4
SO-000694,2025-05-12,Kenya,Chrysal Flora F,2,Fungicida,55489.74,52562.3
SO-000695,2023-03-24,Colombia,Chrysal Protect Y,2,Fertilizante,88938.0,51508.5
SO-000696,2023-08-20,Holanda,Chrysal Protect Y,2,Nutricional,30000.0,50935.6
SO-000697,2024-10-20,Colombia,Chrysal Protect Y,1,Nutricional,133568.62,50697.6
SO-000698,2024-06-22,Ecuador,Chrysal Boost Z,2,Nutricional,106604.79,50330.5
SO-000699,2023-02-15,Ecuador,Chrysal Boost Z,2,Fertilizante,59649.5,52441.8
SO-000700,2023-03-28,Colombia,Chrysal Boost Z,2,Fungicida,95377.85,50867.9
