Year,Month,Country,Product_Reference,Category,Marketing_Campaign_Type,Sales_Units,Marketing_Investment_USD,Sales_Revenue_USD,Production_Cost_USD,Gross_Margin_USD,Marketing_ROI,Waste_Generated_kg
2023,Abril,Holanda,Chrysal Protect Y,Fungicida,Influencers Agrícolas,30115,6751.0,124793.48,61395.83,63397.64,18.49,1085.0
2023,Marzo,Ecuador,Chrysal Boost Z,Nutricional,Social Media,4476,,18534.81,9307.88,9226.93,,334.09
2024,Enero,Ecuador,Chrysal Root R,Nutricional,Social Media,3226,,19343.98,12456.04,6887.94,,148.85
2025,Marzo,Kenya,Chrysal Protect Y,Fertilizante,Social Media,25273,,159105.83,94976.91,64128.92,,701.2
2022,Marzo,Colombia,Chrysal Boost Z,Regulador de crecimiento,Field Campaign,3762,6751.0,18974.81,11193.61,7781.2,2.81,242.79
2022,Mayo,Ecuador,Chrysal Protect Y,Fungicida,Social Media,30743,,158241.05,98202.06,60038.98,,1801.12
2025,Abril,Colombia,Chrysal Root R,Insecticida,Social Media,1659,6751.0,,3657.46,4072.33,1.14,
2022,Febrero,Holanda,Chrysal Grow X,Nutricional,Social Media,4938,6751.0,30687.28,18142.05,12545.23,4.55,282.9
2025,Abril,Ecuador,Chrysal Grow X,Nutricional,Influencers Agrícolas,26440,6751.0,146510.33,80688.76,65821.56,21.7,877.59
2022,Abril,Kenya,Chrysal Boost Z,Fungicida,Social Media,11209,,51317.93,31603.13,19714.8,,523.35
2023,Marzo,Holanda,Chrysal Flora F,Regulador de crecimiento,Influencers Agrícolas,4817,,22190.54,12240.93,9949.61,,356.29
2022,Abril,Holanda,Chrysal Boost Z,Nutricional,Social Media,11251,,69826.41,40083.73,29742.68,,315.16
2025,Enero,Kenya,Chrysal Flora F,Fungicida,Social Media,29127,6751.0,111754.82,60967.67,50787.15,16.55,1258.34
2025,Marzo,Ecuador,Chrysal Protect Y,Fertilizante,Field Campaign,11078,6751.0,51749.35,28236.09,23513.26,7.67,767.36
2025,Enero,Ecuador,Chrysal Protect Y,Regulador de crecimiento,Influencers Agrícolas,25744,,136359.87,82306.0,54053.87,,2012.39
2025,Febrero,Holanda,Chrysal Root R,Insecticida,Social Media,1934,6751.0,8123.16,4676.61,3446.55,1.2,91.35
2025,Marzo,Ecuador,Chrysal Flora F,Nutricional,Influencers Agrícolas,30931,6751.0,125229.31,72213.81,53015.5,18.55,1559.54
2024,Febrero,Colombia,Chrysal Root R,Fungicida,Influencers Agrícolas,23320,,139949.06,75580.4,64368.66,,1266.98
2024,Marzo,Kenya,Chrysal Grow X,Fertilizante,E-mail Marketing,22669,,140885.38,78363.54,62521.85,,1721.5
2022,Mayo,Colombia,Chrysal Flora F,Insecticida,Field Campaign,5839,,35172.6,21073.44,14099.17,,417.44
2025,Abril,Ecuador,Chrysal Boost Z,Fungicida,Field Campaign,22081,6751.0,137492.37,84583.68,52908.69,20.37,667.64
2022,Mayo,Holanda,Chrysal Grow X,Fungicida,Field Campaign,11242,6751.0,59508.43,35069.05,24439.38,8.81,519.44
2025,Febrero,Kenya,Chrysal Grow X,Insecticida,E-mail Marketing,9052,6751.0,54249.51,34438.38,19811.13,8.04,433.05
2025,Abril,Ecuador,Chrysal Boost Z,Fertilizante,E-mail Marketing,28386,6751.0,137300.67,84311.51,52989.16,20.34,1911.68
2024,Marzo,Ecuador,Chrysal Grow X,Fertilizante,Field Campaign,18368,6751.0,102841.02,57834.99,45006.03,15.23,1031.8
2024,Abril,Holanda,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,21610,,139813.59,81690.45,58123.13,,1280.46
2023,Enero,Holanda,Chrysal Root R,Nutricional,E-mail Marketing,2351,6751.0,10366.65,6585.54,3781.12,1.54,187.83
2024,Abril,Colombia,Chrysal Grow X,Insecticida,E-mail Marketing,13425,6751.0,65147.89,37384.05,27763.84,9.65,328.88
2023,Enero,Kenya,Chrysal Flora F,Insecticida,Field Campaign,27049,6751.0,137845.16,84769.45,53075.71,20.42,902.91
2023,Abril,Kenya,Chrysal Protect Y,Insecticida,Field Campaign,2161,,9017.08,5299.9,3717.18,,96.11
2023,Enero,Holanda,Chrysal Flora F,Fertilizante,Field Campaign,26949,,108302.76,60691.49,47611.27,,1101.32
2023,Febrero,Colombia,Chrysal Root R,Nutricional,E-mail Marketing,5170,,,15563.08,15665.03,,110.11
2023,Mayo,Kenya,Chrysal Flora F,Regulador de crecimiento,Field Campaign,6083,6751.0,39158.37,20957.54,18200.83,5.8,155.16
2022,Marzo,Holanda,Chrysal Boost Z,Fungicida,E-mail Marketing,8410,,41148.09,26480.8,14667.3,,511.81
2024,Abril,Ecuador,Chrysal Root R,Fungicida,Social Media,15724,,63472.36,36912.54,26559.81,,1144.07
2023,Mayo,Kenya,Chrysal Protect Y,Insecticida,E-mail Marketing,11426,,45449.11,25582.35,19866.76,,581.05
2025,Marzo,Colombia,Chrysal Boost Z,Nutricional,Influencers Agrícolas,1669,6751.0,,6594.29,3764.46,1.53,87.37
2024,Marzo,Colombia,Chrysal Flora F,Fertilizante,Field Campaign,32352,,163451.96,92726.68,70725.28,,1142.21
2024,Enero,Colombia,Chrysal Root R,Nutricional,Field Campaign,1814,6751.0,8460.63,4697.48,3763.15,1.25,119.86
2023,Febrero,Ecuador,Chrysal Protect Y,Nutricional,Influencers Agrícolas,10903,6751.0,55457.51,33377.78,22079.73,8.21,709.87
2022,Febrero,Kenya,Chrysal Boost Z,Fertilizante,E-mail Marketing,17786,,82872.46,49104.68,33767.78,,983.6
2023,Mayo,Kenya,Chrysal Protect Y,Insecticida,Social Media,31271,6751.0,,78239.72,81880.2,23.72,1024.43
2022,Febrero,Ecuador,Chrysal Flora F,Nutricional,Influencers Agrícolas,34258,,,114124.29,95562.15,,
2025,Abril,Kenya,Chrysal Protect Y,Fungicida,Influencers Agrícolas,25869,6751.0,,76051.98,63620.28,20.69,617.09
2024,Febrero,Ecuador,Chrysal Grow X,Fertilizante,E-mail Marketing,17673,,100304.26,52724.42,47579.84,,981.94
2025,Mayo,Ecuador,Chrysal Boost Z,Regulador de crecimiento,Field Campaign,24048,,115060.32,63681.14,51379.19,,1671.39
2022,Febrero,Ecuador,Chrysal Protect Y,Insecticida,E-mail Marketing,24424,,141511.82,75372.24,66139.59,,1746.31
2022,Abril,Colombia,Chrysal Flora F,Fertilizante,Influencers Agrícolas,29861,6751.0,,81914.74,85302.87,24.77,
2025,Enero,Kenya,Chrysal Flora F,Regulador de crecimiento,Influencers Agrícolas,24970,,,54816.4,48130.35,,1674.4
2022,Mayo,Ecuador,Chrysal Protect Y,Regulador de crecimiento,Field Campaign,8824,6751.0,,21910.36,25263.94,6.99,
2025,Enero,Kenya,Chrysal Flora F,Nutricional,Field Campaign,17478,,78532.28,44383.08,34149.2,,638.13
2024,Enero,Colombia,Chrysal Root R,Nutricional,Field Campaign,21211,6751.0,,78616.88,48035.23,18.76,
2025,Enero,Ecuador,Chrysal Root R,Nutricional,E-mail Marketing,20096,6751.0,99475.84,59193.84,40282.0,14.73,1525.06
2024,Marzo,Holanda,Chrysal Root R,Fertilizante,Field Campaign,27093,,175715.64,91737.41,83978.23,,1091.68
2025,Marzo,Colombia,Chrysal Grow X,Fertilizante,Influencers Agrícolas,27972,,113279.64,52948.52,60331.12,,2093.22
2022,Enero,Holanda,Chrysal Protect Y,Insecticida,Influencers Agrícolas,21928,,129527.36,63524.09,66003.27,,1729.3
2025,Mayo,Kenya,Chrysal Grow X,Nutricional,Social Media,19057,,107081.18,59868.88,47212.3,,1137.87
2022,Abril,Kenya,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,13655,,80185.53,39404.09,40781.45,,942.38
2025,Abril,Colombia,Chrysal Grow X,Fungicida,Social Media,20442,6751.0,94653.22,52891.71,41761.51,14.02,1328.17
2025,Febrero,Kenya,Chrysal Flora F,Insecticida,Influencers Agrícolas,20825,,106801.99,53007.94,53794.05,,1290.57
2023,Mayo,Holanda,Chrysal Flora F,Fertilizante,Social Media,5258,,31288.11,19391.9,11896.22,,201.99
2022,Marzo,Ecuador,Chrysal Boost Z,Insecticida,Influencers Agrícolas,6107,6751.0,27040.95,14316.95,12724.0,4.01,143.06
2023,Enero,Ecuador,Chrysal Root R,Insecticida,Social Media,19225,,84787.82,42318.46,42469.36,,780.21
2022,Febrero,Ecuador,Chrysal Flora F,Insecticida,Field Campaign,29073,,153733.3,94156.3,59577.0,,1744.85
2023,Abril,Colombia,Chrysal Boost Z,Insecticida,Social Media,6468,6751.0,33721.7,17486.99,16234.71,5.0,169.15
2024,Marzo,Kenya,Chrysal Root R,Fungicida,Field Campaign,26734,,121963.41,57603.02,64360.39,,553.8
2025,Marzo,Holanda,Chrysal Flora F,Nutricional,Field Campaign,8497,,39127.02,22070.84,17056.18,,241.16
2022,Enero,Kenya,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,25217,,,64979.83,49762.11,,1587.26
2022,Abril,Kenya,Chrysal Grow X,Insecticida,Field Campaign,17246,6751.0,101459.64,60159.39,41300.25,15.03,1351.53
2025,Mayo,Kenya,Chrysal Grow X,Insecticida,Field Campaign,11551,,64225.09,31986.91,32238.18,,912.34
2022,Marzo,Ecuador,Chrysal Root R,Insecticida,Social Media,8152,6751.0,49299.44,26560.28,22739.15,7.3,404.66
2022,Enero,Holanda,Chrysal Flora F,Nutricional,Influencers Agrícolas,14316,,92105.95,46649.23,45456.72,,1033.06
2023,Mayo,Holanda,Chrysal Protect Y,Fertilizante,E-mail Marketing,24099,6751.0,,57075.17,65353.62,18.13,1547.39
2022,Abril,Kenya,Chrysal Grow X,Fertilizante,Field Campaign,32757,,130375.27,81526.62,48848.64,,1639.89
2024,Marzo,Ecuador,Chrysal Root R,Fungicida,E-mail Marketing,29727,6751.0,116822.63,69599.88,47222.75,17.3,1616.13
2024,Mayo,Ecuador,Chrysal Flora F,Fertilizante,Social Media,30293,6751.0,139296.17,71081.81,68214.36,20.63,855.28
2025,Mayo,Holanda,Chrysal Flora F,Insecticida,Field Campaign,27511,6751.0,173810.93,99050.44,74760.5,25.75,2097.98
2022,Mayo,Ecuador,Chrysal Protect Y,Insecticida,Social Media,8803,6751.0,45887.18,22496.32,23390.86,6.8,361.94
2025,Marzo,Ecuador,Chrysal Root R,Insecticida,E-mail Marketing,32507,6751.0,,92562.24,54818.76,21.83,1520.32
2024,Marzo,Ecuador,Chrysal Flora F,Fungicida,Social Media,4078,6751.0,19891.47,9408.29,10483.18,2.95,245.9
2022,Febrero,Colombia,Chrysal Grow X,Insecticida,E-mail Marketing,8096,,43849.61,19765.98,24083.63,,324.12
2022,Abril,Kenya,Chrysal Protect Y,Fertilizante,Social Media,26198,,145738.53,80214.73,65523.81,,923.62
2025,Enero,Holanda,Chrysal Root R,Nutricional,E-mail Marketing,14061,6751.0,,33586.9,25688.4,8.78,813.61
2024,Mayo,Holanda,Chrysal Protect Y,Nutricional,Influencers Agrícolas,11973,6751.0,77082.0,43612.46,33469.54,11.42,257.41
2022,Febrero,Colombia,Chrysal Grow X,Regulador de crecimiento,Social Media,31249,6751.0,164709.89,75915.18,88794.71,24.4,1976.3
2025,Enero,Kenya,Chrysal Root R,Fertilizante,Social Media,2437,6751.0,,5206.76,4946.66,1.5,123.9
2024,Febrero,Holanda,Chrysal Protect Y,Insecticida,Influencers Agrícolas,32581,,202419.73,111298.42,91121.31,,1835.78
2025,Marzo,Ecuador,Chrysal Boost Z,Nutricional,Influencers Agrícolas,14452,6751.0,57830.02,28528.47,29301.56,8.57,836.96
2023,Mayo,Holanda,Chrysal Grow X,Fertilizante,Social Media,5903,,,23044.34,13854.64,,
2022,Enero,Ecuador,Chrysal Grow X,Nutricional,Influencers Agrícolas,26300,,170706.13,79791.78,90914.35,,1445.24
2023,Enero,Colombia,Chrysal Grow X,Insecticida,Field Campaign,19252,6751.0,109566.33,59985.03,49581.29,16.23,1174.9
2024,Enero,Ecuador,Chrysal Boost Z,Nutricional,E-mail Marketing,31974,6751.0,188013.75,110605.34,77408.42,27.85,2084.29
2023,Enero,Holanda,Chrysal Boost Z,Regulador de crecimiento,E-mail Marketing,16754,,78923.36,39647.17,39276.19,,1066.34
2023,Enero,Holanda,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,17986,,114071.84,65573.99,48497.86,,1298.18
2024,Febrero,Holanda,Chrysal Protect Y,Nutricional,Field Campaign,13156,6751.0,68808.88,42377.81,26431.07,10.19,412.66
2025,Mayo,Colombia,Chrysal Flora F,Fertilizante,Influencers Agrícolas,33763,6751.0,195064.0,95204.38,99859.62,28.89,1487.9
2023,Marzo,Colombia,Chrysal Protect Y,Fertilizante,Influencers Agrícolas,2987,6751.0,18803.44,11910.93,6892.51,2.79,229.6
2025,Marzo,Kenya,Chrysal Boost Z,Fertilizante,Social Media,12507,,80457.36,45113.38,35343.97,,547.75
2023,Marzo,Holanda,Chrysal Boost Z,Nutricional,Influencers Agrícolas,27735,,167787.09,85545.64,82241.45,,762.5
2025,Marzo,Ecuador,Chrysal Flora F,Fertilizante,Social Media,22025,6751.0,101714.69,54536.54,47178.16,15.07,1134.88
2024,Febrero,Colombia,Chrysal Root R,Insecticida,Field Campaign,4406,,,14471.79,13769.25,,117.07
2023,Abril,Holanda,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,33628,,184816.89,109970.16,74846.73,,1081.85
2024,Mayo,Holanda,Chrysal Protect Y,Insecticida,E-mail Marketing,27289,6751.0,172268.22,104956.16,67312.06,25.52,2180.37
2023,Enero,Colombia,Chrysal Flora F,Fertilizante,E-mail Marketing,15187,6751.0,85434.22,52677.67,32756.55,12.66,797.04
2024,Abril,Kenya,Chrysal Grow X,Insecticida,Influencers Agrícolas,4727,,21883.86,14162.22,7721.64,,175.1
2024,Marzo,Colombia,Chrysal Protect Y,Fertilizante,Social Media,7096,,,20713.68,13340.49,,565.46
2023,Abril,Colombia,Chrysal Protect Y,Nutricional,Social Media,31244,6751.0,165164.34,94189.39,70974.95,24.47,2436.83
2023,Mayo,Ecuador,Chrysal Root R,Insecticida,Field Campaign,3391,6751.0,20118.94,10418.47,9700.47,2.98,157.49
2023,Enero,Ecuador,Chrysal Boost Z,Nutricional,Influencers Agrícolas,26947,6751.0,125534.02,70163.36,55370.66,18.59,959.96
2022,Enero,Kenya,Chrysal Protect Y,Nutricional,Field Campaign,2000,6751.0,10730.55,4916.88,5813.66,1.59,140.61
2025,Mayo,Holanda,Chrysal Boost Z,Fungicida,Social Media,16521,6751.0,78196.99,46837.26,31359.73,11.58,1039.79
2022,Mayo,Colombia,Chrysal Flora F,Fertilizante,Social Media,20038,,,64853.72,55425.93,,1226.66
2022,Marzo,Kenya,Chrysal Grow X,Regulador de crecimiento,E-mail Marketing,11887,,60150.19,27308.47,32841.73,,874.73
2024,Enero,Ecuador,Chrysal Root R,Fertilizante,Influencers Agrícolas,31616,,126690.11,58594.35,68095.76,,1940.12
2023,Abril,Colombia,Chrysal Boost Z,Regulador de crecimiento,Social Media,24208,,102843.86,54249.45,48594.41,,896.37
2025,Febrero,Holanda,Chrysal Protect Y,Fertilizante,E-mail Marketing,936,6751.0,,2103.09,1608.13,0.55,
2024,Febrero,Ecuador,Chrysal Boost Z,Nutricional,Influencers Agrícolas,18213,6751.0,93762.67,50898.2,42864.47,13.89,698.45
2022,Mayo,Ecuador,Chrysal Protect Y,Insecticida,Field Campaign,19778,6751.0,80834.88,46386.35,34448.52,11.97,1296.53
2023,Marzo,Ecuador,Chrysal Boost Z,Insecticida,Influencers Agrícolas,1461,,6002.05,3277.47,2724.58,,83.55
2024,Febrero,Kenya,Chrysal Protect Y,Fungicida,Influencers Agrícolas,28053,,177879.31,103586.38,74292.94,,691.36
2023,Enero,Holanda,Chrysal Flora F,Regulador de crecimiento,Social Media,27684,,170427.37,84161.33,86266.04,,1405.52
2024,Mayo,Colombia,Chrysal Protect Y,Regulador de crecimiento,Social Media,33654,6751.0,168964.41,79847.28,89117.13,25.03,1366.29
2023,Abril,Kenya,Chrysal Protect Y,Regulador de crecimiento,Influencers Agrícolas,11504,,74335.1,42317.99,32017.11,,456.87
2022,Mayo,Kenya,Chrysal Grow X,Nutricional,Social Media,25327,6751.0,96255.36,52645.7,43609.65,14.26,1421.74
2025,Abril,Kenya,Chrysal Protect Y,Regulador de crecimiento,Social Media,17122,6751.0,93447.5,42553.52,50893.98,13.84,673.57
2022,Mayo,Ecuador,Chrysal Grow X,Insecticida,Social Media,7768,6751.0,42447.12,22331.28,20115.84,6.29,517.45
2025,Mayo,Holanda,Chrysal Root R,Nutricional,E-mail Marketing,28318,6751.0,142583.86,67189.09,75394.76,21.12,686.64
2023,Mayo,Kenya,Chrysal Grow X,Fertilizante,E-mail Marketing,28686,6751.0,139751.29,77739.64,62011.65,20.7,1710.35
2024,Abril,Colombia,Chrysal Flora F,Regulador de crecimiento,Influencers Agrícolas,2500,6751.0,12573.84,6653.52,5920.32,1.86,171.38
2022,Abril,Holanda,Chrysal Grow X,Regulador de crecimiento,Social Media,29046,,142917.74,81839.04,61078.7,,1753.5
2025,Mayo,Colombia,Chrysal Root R,Fertilizante,E-mail Marketing,23999,6751.0,138530.14,84658.6,53871.54,20.52,1195.96
2022,Febrero,Holanda,Chrysal Flora F,Regulador de crecimiento,Influencers Agrícolas,32915,6751.0,137106.11,69915.03,67191.08,20.31,2535.06
2025,Marzo,Colombia,Chrysal Boost Z,Fertilizante,Social Media,6320,,27388.52,17594.94,9793.57,,240.14
2022,Marzo,Ecuador,Chrysal Boost Z,Nutricional,Field Campaign,21729,6751.0,93160.9,51902.44,41258.46,13.8,459.57
2025,Marzo,Kenya,Chrysal Grow X,Insecticida,Social Media,15755,,71034.1,40749.29,30284.81,,723.46
2025,Abril,Colombia,Chrysal Grow X,Fertilizante,Social Media,14717,,,45012.91,31783.31,,323.49
2023,Abril,Holanda,Chrysal Root R,Fungicida,E-mail Marketing,5557,,22785.16,13291.64,9493.52,,429.2
2025,Febrero,Kenya,Chrysal Root R,Fertilizante,Influencers Agrícolas,13845,6751.0,85064.47,46972.1,38092.37,12.6,451.28
2023,Marzo,Kenya,Chrysal Protect Y,Regulador de crecimiento,Influencers Agrícolas,5533,6751.0,,13644.4,11823.31,3.77,
2025,Marzo,Holanda,Chrysal Root R,Nutricional,E-mail Marketing,31754,,134600.52,62018.05,72582.47,,2110.83
2024,Mayo,Colombia,Chrysal Protect Y,Nutricional,Social Media,31935,6751.0,179608.11,81617.01,97991.1,26.6,1055.89
2024,Abril,Ecuador,Chrysal Flora F,Fertilizante,Field Campaign,7881,6751.0,30758.23,16043.25,14714.97,4.56,451.37
2024,Marzo,Ecuador,Chrysal Grow X,Insecticida,Social Media,24301,,133021.61,68736.55,64285.06,,556.12
2025,Febrero,Colombia,Chrysal Flora F,Fungicida,Social Media,21913,,124578.38,65719.96,58858.42,,1074.05
2023,Febrero,Kenya,Chrysal Root R,Nutricional,Field Campaign,25490,6751.0,111653.2,53333.79,58319.41,16.54,532.2
2023,Marzo,Kenya,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,30145,,117966.52,70500.76,47465.76,,2268.97
2025,Abril,Kenya,Chrysal Flora F,Regulador de crecimiento,Influencers Agrícolas,27629,,132117.53,82096.89,50020.64,,2170.68
2024,Febrero,Kenya,Chrysal Flora F,Insecticida,E-mail Marketing,4430,,18013.29,11487.85,6525.44,,147.68
2024,Mayo,Colombia,Chrysal Root R,Nutricional,E-mail Marketing,32670,6751.0,134420.39,73725.88,60694.51,19.91,1061.33
2023,Febrero,Kenya,Chrysal Flora F,Fertilizante,Social Media,4253,6751.0,,11261.16,7819.95,2.83,
2024,Enero,Holanda,Chrysal Protect Y,Regulador de crecimiento,Influencers Agrícolas,9128,6751.0,,26066.99,15901.39,6.22,321.33
2022,Enero,Kenya,Chrysal Root R,Insecticida,Influencers Agrícolas,16334,,85441.85,45596.74,39845.1,,1203.89
2023,Abril,Ecuador,Chrysal Flora F,Nutricional,E-mail Marketing,20544,6751.0,115696.78,59223.17,56473.62,17.14,1118.33
2024,Marzo,Kenya,Chrysal Root R,Nutricional,Field Campaign,20189,,109030.32,69489.92,39540.4,,828.69
2023,Abril,Colombia,Chrysal Boost Z,Nutricional,E-mail Marketing,15465,6751.0,64961.86,35932.7,29029.16,9.62,1081.96
2022,Abril,Ecuador,Chrysal Protect Y,Nutricional,Field Campaign,9440,6751.0,40258.13,22119.86,18138.27,5.96,468.27
2023,Abril,Colombia,Chrysal Flora F,Nutricional,Influencers Agrícolas,26321,,162471.03,78909.45,83561.58,,1966.13
2023,Abril,Colombia,Chrysal Boost Z,Regulador de crecimiento,E-mail Marketing,30849,6751.0,163732.65,77221.39,86511.26,24.25,2334.68
2023,Mayo,Ecuador,Chrysal Boost Z,Insecticida,Social Media,6418,,39463.2,24404.89,15058.32,,192.06
2023,Mayo,Colombia,Chrysal Root R,Nutricional,E-mail Marketing,2720,6751.0,13064.64,7483.77,5580.87,1.94,54.78
2022,Febrero,Colombia,Chrysal Boost Z,Fungicida,Influencers Agrícolas,4988,6751.0,,14027.37,13201.52,4.03,
2025,Enero,Kenya,Chrysal Protect Y,Fungicida,Social Media,13007,,,33118.29,34698.8,,
2023,Abril,Holanda,Chrysal Protect Y,Insecticida,Social Media,1038,,4838.78,2715.03,2123.74,,24.21
2023,Febrero,Colombia,Chrysal Grow X,Fertilizante,Field Campaign,33772,,171182.55,97023.51,74159.04,,2363.43
2024,Enero,Colombia,Chrysal Protect Y,Fertilizante,Social Media,11599,6751.0,,29391.96,30420.9,8.86,
2023,Marzo,Colombia,Chrysal Boost Z,Fertilizante,Social Media,6352,6751.0,27580.9,17107.91,10472.99,4.09,225.74
2024,Mayo,Kenya,Chrysal Protect Y,Fungicida,E-mail Marketing,29716,6751.0,138195.09,64516.77,73678.32,20.47,2161.09
2025,Enero,Holanda,Chrysal Root R,Fertilizante,Influencers Agrícolas,5727,,34000.09,17721.48,16278.61,,182.12
2022,Marzo,Ecuador,Chrysal Grow X,Regulador de crecimiento,Field Campaign,28764,,180425.88,105743.44,74682.44,,2210.17
2022,Enero,Kenya,Chrysal Boost Z,Nutricional,E-mail Marketing,11964,,57085.56,28818.16,28267.39,,386.88
2025,Mayo,Kenya,Chrysal Grow X,Fungicida,Social Media,19871,6751.0,91979.38,56616.53,35362.85,13.62,1129.09
2022,Mayo,Holanda,Chrysal Boost Z,Insecticida,Social Media,6960,6751.0,30116.15,18008.66,12107.49,4.46,232.36
2025,Febrero,Holanda,Chrysal Root R,Insecticida,Field Campaign,16610,,,56857.86,36688.43,,876.01
2025,Abril,Kenya,Chrysal Grow X,Nutricional,Influencers Agrícolas,5926,6751.0,27688.46,13119.38,14569.08,4.1,361.71
2025,Enero,Ecuador,Chrysal Flora F,Fungicida,Field Campaign,30809,,,95258.26,103981.19,,
2022,Enero,Kenya,Chrysal Boost Z,Fertilizante,E-mail Marketing,34384,6751.0,160894.73,81621.05,79273.68,23.83,1762.29
2024,Marzo,Holanda,Chrysal Flora F,Fertilizante,Field Campaign,26196,6751.0,127421.73,70542.63,56879.09,18.87,1261.17
2025,Mayo,Ecuador,Chrysal Grow X,Regulador de crecimiento,Social Media,992,,,3229.21,2156.37,,
2023,Enero,Holanda,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,13616,6751.0,81213.28,50133.46,31079.82,12.03,940.84
2022,Mayo,Ecuador,Chrysal Flora F,Fertilizante,Social Media,32930,6751.0,166879.37,98603.53,68275.85,24.72,1321.84
2025,Enero,Colombia,Chrysal Grow X,Insecticida,Influencers Agrícolas,31498,,155637.01,98941.47,56695.55,,1715.85
2025,Febrero,Holanda,Chrysal Root R,Insecticida,Social Media,11455,,74322.58,44426.23,29896.36,,582.91
2023,Abril,Holanda,Chrysal Flora F,Regulador de crecimiento,Social Media,30875,6751.0,118199.78,60430.06,57769.72,17.51,1568.32
2024,Enero,Kenya,Chrysal Flora F,Nutricional,Field Campaign,10159,,63155.21,31768.1,31387.11,,268.54
2024,Mayo,Holanda,Chrysal Root R,Fertilizante,Social Media,34072,6751.0,143193.72,84375.25,58818.47,21.21,1547.17
2024,Febrero,Holanda,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,15471,,91619.23,44762.79,46856.45,,729.33
2025,Enero,Colombia,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,27848,6751.0,,71351.8,80932.63,22.56,1782.79
2025,Marzo,Holanda,Chrysal Flora F,Fertilizante,Influencers Agrícolas,11538,6751.0,54493.83,30322.8,24171.03,8.07,812.29
2025,Abril,Colombia,Chrysal Protect Y,Fertilizante,E-mail Marketing,26763,,164845.69,101269.38,63576.32,,1410.38
2022,Enero,Colombia,Chrysal Root R,Insecticida,Field Campaign,7573,6751.0,,13657.43,15383.88,4.3,190.89
2023,Febrero,Colombia,Chrysal Flora F,Nutricional,Influencers Agrícolas,30694,6751.0,135423.92,82388.97,53034.95,20.06,1050.07
2025,Marzo,Colombia,Chrysal Root R,Nutricional,E-mail Marketing,1517,,8086.54,4951.5,3135.03,,45.35
2023,Febrero,Ecuador,Chrysal Boost Z,Fertilizante,Field Campaign,12476,,59250.57,32377.76,26872.81,,342.8
2023,Febrero,Kenya,Chrysal Boost Z,Fungicida,E-mail Marketing,5234,6751.0,28514.93,13158.56,15356.37,4.22,219.59
2024,Marzo,Ecuador,Chrysal Flora F,Regulador de crecimiento,E-mail Marketing,29900,,115566.42,56040.23,59526.18,,1009.53
2022,Febrero,Holanda,Chrysal Root R,Regulador de crecimiento,Social Media,5794,,23839.06,14100.45,9738.61,,191.77
2025,Marzo,Ecuador,Chrysal Root R,Fertilizante,E-mail Marketing,5034,6751.0,20856.67,12354.56,8502.1,3.09,117.2
2024,Enero,Ecuador,Chrysal Root R,Fungicida,E-mail Marketing,4564,6751.0,19675.7,12389.22,7286.48,2.91,96.12
2024,Marzo,Holanda,Chrysal Protect Y,Insecticida,Field Campaign,23985,,120889.07,68488.16,52400.91,,627.59
2025,Marzo,Holanda,Chrysal Boost Z,Fertilizante,Field Campaign,12799,,74627.74,35434.85,39192.89,,388.22
2023,Abril,Holanda,Chrysal Root R,Fertilizante,Social Media,3381,,21114.19,10014.1,11100.09,,155.05
2024,Marzo,Ecuador,Chrysal Root R,Regulador de crecimiento,E-mail Marketing,3563,6751.0,21575.77,12820.89,8754.88,3.2,180.4
2023,Marzo,Ecuador,Chrysal Protect Y,Fertilizante,Social Media,28174,6751.0,122038.42,59403.05,62635.37,18.08,801.14
2022,Enero,Holanda,Chrysal Protect Y,Fertilizante,E-mail Marketing,11331,6751.0,56554.23,29163.72,27390.51,8.38,515.41
2023,Abril,Kenya,Chrysal Root R,Fertilizante,Influencers Agrícolas,26107,6751.0,113262.9,62004.92,51257.99,16.78,1057.46
2022,Mayo,Kenya,Chrysal Grow X,Regulador de crecimiento,Influencers Agrícolas,31635,6751.0,142802.73,64968.53,77834.2,21.15,980.86
2023,Enero,Colombia,Chrysal Root R,Insecticida,Social Media,11864,6751.0,,30592.15,30621.07,9.07,242.15
2024,Enero,Holanda,Chrysal Root R,Insecticida,Social Media,12112,6751.0,48252.93,25650.19,22602.74,7.15,581.63
2024,Mayo,Colombia,Chrysal Protect Y,Fertilizante,Social Media,7276,,,16156.73,15778.15,,
2022,Marzo,Kenya,Chrysal Protect Y,Regulador de crecimiento,Field Campaign,25365,,160446.84,76577.12,83869.72,,851.67
2025,Febrero,Colombia,Chrysal Root R,Insecticida,Field Campaign,3182,6751.0,16096.19,9586.93,6509.26,2.38,88.8
2022,Abril,Holanda,Chrysal Root R,Insecticida,Field Campaign,23263,6751.0,116374.17,71294.25,45079.92,17.24,1703.38
2022,Febrero,Holanda,Chrysal Root R,Insecticida,Social Media,34202,6751.0,131312.81,65852.82,65459.99,19.45,1248.42
